instance,solution,painlessmaple,pakis,mallobparallel,pmcomsps,pmcomspscom,abcdparascavel,pmcomspsstrsc,abcdsat,mergehordesatparallel,plingeling
sc-2021/spg_200_321.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/mp1-klieber2017s-2000-022-eq.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/edit_distance023_282.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/snw_13_8_pre-sc2016.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ctl_4291_567_6_unsat_pre.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/mp1-squ_ali_s10x10_c39_abio_SAT.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/pb_300_10_lb_06.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/edit_distance025_449.cnf.xz,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,
sc-2021/sp5-21-15-one-nons-tree-noid.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sum_of_3_cubes_87_bits_75.cnf.xz,,,,,,,,,,,
sc-2021/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/puzzle35_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/quad_res_r28_m29.cnf.xz,UNSATISFIABLE,,,,UNSATISFIABLE,,,UNSATISFIABLE,,,
sc-2021/LABS_n041_goal003.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/MVD_ADS_S11_6_7.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/b04_s_unknown_pre.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/Mycielski-10-hints-8.cnf.xz,UNSATISFIABLE,,,,UNSATISFIABLE,,,UNSATISFIABLE,,,
sc-2021/sum_of_3_cubes_51_bits_80.cnf.xz,SATISFIABLE,,SATISFIABLE,,,,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/bvsub_12973.smt2.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/SC21_Timetable_C_542_E_71_Cl_36_S_35.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,
sc-2021/vlsat2_113_1150.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/satch2ways15u.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/mp1-tri_ali_s11_c35_bail_UNS.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/satch2ways19u.cnf.xz,,,,,,,,,,,
sc-2021/MVD_ADS_S5_6_6.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/string_compare_safety_cbmc_unwinding_870.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/spg_200_300.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/sted5_0x24204-70.cnf.xz,,,,,,,,,,,
sc-2021/Kakuro-easy-118-ext.xml.hg_4.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/toughsat_factoring_895s.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sted1_0x0-380.cnf.xz,,,,,,,,,,,
sc-2021/satch2ways13wu.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/satch2ways18u.cnf.xz,,,,,,,,,,,
sc-2021/ktf_TF-6.tf_4_0.06_77.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/20-100-frag12-0_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sum_of_3_cubes_145_bits_74.cnf.xz,,,,,,,,,,,
sc-2021/SC21_Timetable_C_136_E_41_Cl_9_S_15.cnf.xz,,,,,,,,,,,
sc-2021/Nb51T6.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE
sc-2021/vmpc_26.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Circuit_multiplier22.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/randomG-Mix-n18-d05.cnf.xz,UNSATISFIABLE,,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,,,
sc-2021/HCP-424-60.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/rpoc_xits_10_UNKNOWN.cnf.xz,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
sc-2021/edit_distance041_182.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/erin2_0x1e3-216.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/Circuit_multiplier18.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,,SATISFIABLE,,SATISFIABLE
sc-2021/IBM_FV_2004_rule_batch_30_SAT_dat.k75.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/erin2_0x0-379.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/puzzle37_unsat.cnf.xz,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,,,,,,UNSATISFIABLE,UNSATISFIABLE
sc-2021/test_v7_r12_vr1_c1_s10576.smt2.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/sp4-33-one-stri-tree-noid.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ktf_TF-8.tf_4_0.06_109.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,,,,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sum_of_3_cubes_42_bits_96.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/vlsat2_11_42.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE
sc-2021/spg_420_280.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Mycielski-10-hints-10.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/SC21_Timetable_C_181_E_34_Cl_12_S_8.cnf.xz,,,,,,,,,,,
sc-2021/at-least-two-smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/bvsub_08985.smt2.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/bv-term-small-rw_1294.smt2.cnf.xz,,,,,,,,,,,
sc-2021/pb_300_05_lb_17.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/puzzle60_sat.cnf.xz,,,,,,,,,,,
sc-2021/20-100-lambda100-14_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/string_compare_safety_cbmc_unwinding_630.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/prime_a24_b24.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/vlsat2_56_1042.cnf.xz,UNSATISFIABLE,,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE
sc-2021/2bitcomp_5.hg_20.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,,,,,,SATISFIABLE,SATISFIABLE,
sc-2021/vlsat2_44_545.cnf.xz,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE
sc-2021/Circuit_multiplier26.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/MVD_ADS_S11_8_7.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/edit_distance041_183.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/satch2ways14u.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/sum_of_3_cubes_94_bits_30.cnf.xz,,,,,,,,,,,
sc-2021/b2005-p2-14x14c17h9-Ser5-0.cnf.xz,,,,,,,,,,,
sc-2021/20-100-lambda100-89_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/ecarev-110-4099-22-30-4.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/ktf_TF-1.tf_4_0.06_101.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/randomG-B-Mix-n16-d05.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/size_5_5_5_i003_r12.cnf.xz,SATISFIABLE,,SATISFIABLE,,,SATISFIABLE,,,SATISFIABLE,SATISFIABLE,
sc-2021/blocks-blocks-37-1.130-NOTKNOWN.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/spg_330_400.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ex065_25.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,
sc-2021/b2005-p4-14x14c17h9-Ser8-0.cnf.xz,,,,,,,,,,,
sc-2021/sp5-26-19-bin-stri-flat-noid.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/HCP-470-420.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/randomG-Mix-n17-d05.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE
sc-2021/simon03:sat02bis:k2fix_gr_rcs_w8.used-as.sat04-353.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/satch2ways12u.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/prime_a20_b20.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/crafted_n10_d6_c4_num21.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/spg_420_350.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/spg_300_312.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/assoc_mult_err_3.c.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/string_compare_safety_cbmc_unwinding_600.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/stb_588_138.apx_1.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/puzzle51_unsat.cnf.xz,,,,,,,,,,,
sc-2021/quad_res_r34_m36.cnf.xz,,,,,,,,,,,
sc-2021/sum_of_3_cubes_37_bits_87.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/HCP-526-105.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/maximum_constrained_partition_18_bits_n200.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/LABS_n072_goal006.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE
sc-2021/huck.col.11.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/vlsat2_111_1186.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/vlsat2_297_3780.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/mp1-Nb7T44.cnf.xz,SATISFIABLE,,SATISFIABLE,SATISFIABLE,,,,,SATISFIABLE,SATISFIABLE,
sc-2021/Mycielski-11-hints-3.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ak128paralparalisc.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,,,UNSATISFIABLE
sc-2021/Kakuro-easy-127-ext.xml.hg_7.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/MVD_ADS_S6_6_5.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/mp1-bsat201-707.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Kakuro-easy-051-ext.xml.hg_4.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/randomG-n18-d05.cnf.xz,UNSATISFIABLE,,,UNSATISFIABLE,,,,,,,UNSATISFIABLE
sc-2021/ex095_8.cnf.xz,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE
sc-2021/quad_res_r37_m39.cnf.xz,,,,,,,,,,,
sc-2021/quad_res_r29_m32.cnf.xz,SATISFIABLE,,,,SATISFIABLE,,,SATISFIABLE,,,
sc-2021/satch2ways18wu.cnf.xz,,,,,,,,,,,
sc-2021/Circuit_multiplier25.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/Circuit_multiplier29.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/SC21_Timetable_C_136_E_36_Cl_9_S_15.cnf.xz,,,,,,,,,,,
sc-2021/satch2ways17w.cnf.xz,,,,,,,,,,,
sc-2021/ktf_TF-4.tf_4_0.04_35.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/string_compare_safety_cbmc_unwinding_940.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,
sc-2021/E02F17.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/sted6_0x1e3-97.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
